Year,PlantingDate,YieldFresh_ton_ha,Municipio,WP,HI0,CCx,CGC,CDC
2020,02/05,13.629.641.827.207.300,São Miguel do Iguaçu,30.0,0.48,0.95,12,7
2020,03/05,12.595.998.604.187.100,São Miguel do Iguaçu,30.0,0.48,0.95,12,7
2021,01/05,13.826.569.042.118.300,São Miguel do Iguaçu,30.0,0.48,0.95,12,7
2021,02/05,14.550.207.822.155.400,São Miguel do Iguaçu,30.0,0.48,0.95,12,7
2021,03/05,13.415.862.794.045.900,São Miguel do Iguaçu,30.0,0.48,0.95,12,7
2022,01/05,1.465.021.831.585.720,São Miguel do Iguaçu,30.0,0.48,0.95,12,7
2022,02/05,13.121.941.819.793.200,São Miguel do Iguaçu,30.0,0.48,0.95,12,7
2022,03/05,12.085.830.835.216.700,São Miguel do Iguaçu,30.0,0.48,0.95,12,7
2023,01/05,14.821.797.547.365.800,São Miguel do Iguaçu,30.0,0.48,0.95,12,7
2023,02/05,14.604.038.636.874.800,São Miguel do Iguaçu,30.0,0.48,0.95,12,7
2023,03/05,13.811.071.248.612.000,São Miguel do Iguaçu,30.0,0.48,0.95,12,7
2024,01/05,14.889.521.879.177.900,São Miguel do Iguaçu,30.0,0.48,0.95,12,7
2024,02/05,1.405.160.123.573.600,São Miguel do Iguaçu,30.0,0.48,0.95,12,7
2024,03/05,13.196.769.426.832.000,São Miguel do Iguaçu,30.0,0.48,0.95,12,7
2015,01/05,14.532.614.763.008.700,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2015,02/05,14.186.246.204.815.400,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2015,03/05,13.022.294.064.699.500,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2016,01/05,1.396.528.493.947.890,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2016,02/05,12.166.138.843.882.800,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2016,03/05,10.167.597.789.597.000,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2017,01/05,14.362.782.133.970.600,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2017,02/05,13.805.055.762.921.800,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2017,03/05,1.262.201.223.667.290,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2018,01/05,14.752.468.520.715.200,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2018,02/05,1.360.573.474.549.780,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2018,03/05,12.274.161.298.519.300,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2019,01/05,1.476.717.645.846.880,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2019,02/05,14.253.055.311.339.700,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2019,03/05,13.457.609.200.212.600,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2020,01/05,14.587.811.132.457.100,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2020,02/05,13.253.309.369.043.000,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2020,03/05,12.126.413.218.945.700,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2021,01/05,14.808.085.230.339.100,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2021,02/05,1.431.360.295.820.940,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2021,03/05,1.293.694.111.254.520,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2022,01/05,14.454.469.050.260.000,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2022,02/05,12.576.486.204.828.800,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2022,03/05,785.242.432.826.951,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2023,01/05,14.673.831.350.228.800,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2023,02/05,14.228.434.588.497.600,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2023,03/05,13.064.024.882.352.200,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2024,01/05,14.949.216.575.047.100,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2024,02/05,13.920.755.826.321.800,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2024,03/05,131.831.864.159.537,São Pedro do Iguaçu,30.0,0.48,0.95,12,7
2015,01/05,14.566.242.480.069.500,Toledo,30.0,0.48,0.95,12,7
2015,02/05,14.353.914.265.949.100,Toledo,30.0,0.48,0.95,12,7
2015,03/05,13.471.575.108.565.400,Toledo,30.0,0.48,0.95,12,7
2016,01/05,14.108.914.557.302.000,Toledo,30.0,0.48,0.95,12,7
2016,02/05,12.643.265.136.595.700,Toledo,30.0,0.48,0.95,12,7
2016,03/05,10.875.059.989.208.600,Toledo,30.0,0.48,0.95,12,7
2017,01/05,14.461.765.004.653.900,Toledo,30.0,0.48,0.95,12,7
2017,02/05,14.002.066.047.150.600,Toledo,30.0,0.48,0.95,12,7
2017,03/05,13.006.773.991.550.600,Toledo,30.0,0.48,0.95,12,7
2018,01/05,14.769.471.136.329.100,Toledo,30.0,0.48,0.95,12,7
2018,02/05,13.940.772.794.579.700,Toledo,30.0,0.48,0.95,12,7
2018,03/05,12.933.182.415.061.600,Toledo,30.0,0.48,0.95,12,7
2019,01/05,1.478.401.841.926.580,Toledo,30.0,0.48,0.95,12,7
2019,02/05,14.426.606.720.342.100,Toledo,30.0,0.48,0.95,12,7
2019,03/05,1.379.317.839.817.110,Toledo,30.0,0.48,0.95,12,7
2020,01/05,14.793.425.417.682.400,Toledo,30.0,0.48,0.95,12,7
2020,02/05,1.390.612.232.128.470,Toledo,30.0,0.48,0.95,12,7
2020,03/05,13.050.852.472.840.500,Toledo,30.0,0.48,0.95,12,7
2021,01/05,14.851.241.845.964.800,Toledo,30.0,0.48,0.95,12,7
2021,02/05,14.588.989.059.318.400,Toledo,30.0,0.48,0.95,12,7
2021,03/05,13.375.384.241.403.700,Toledo,30.0,0.48,0.95,12,7
2022,01/05,14.601.481.686.272.700,Toledo,30.0,0.48,0.95,12,7
2022,02/05,12.968.082.736.071.900,Toledo,30.0,0.48,0.95,12,7
2022,03/05,9.110.880.014.628.780,Toledo,30.0,0.48,0.95,12,7
2023,01/05,14.774.290.553.081.600,Toledo,30.0,0.48,0.95,12,7
2023,02/05,1.447.272.747.484.250,Toledo,30.0,0.48,0.95,12,7
2023,03/05,13.449.392.479.411.200,Toledo,30.0,0.48,0.95,12,7
2024,01/05,15.007.607.236.404.800,Toledo,30.0,0.48,0.95,12,7
2024,02/05,14.302.831.705.320.400,Toledo,30.0,0.48,0.95,12,7
2024,03/05,13.852.567.546.912.800,Toledo,30.0,0.48,0.95,12,7
2015,01/05,1.457.988.079.505.460,Cascavel,30.0,0.48,0.95,13,6
2015,02/05,14.222.980.979.753.600,Cascavel,30.0,0.48,0.95,13,6
2015,03/05,13.034.067.178.414.300,Cascavel,30.0,0.48,0.95,13,6
2016,01/05,13.915.187.422.836.100,Cascavel,30.0,0.48,0.95,13,6
2016,02/05,12.017.992.253.439.500,Cascavel,30.0,0.48,0.95,13,6
2016,03/05,9.822.926.383.592.220,Cascavel,30.0,0.48,0.95,13,6
2017,01/05,14.301.796.821.806.200,Cascavel,30.0,0.48,0.95,13,6
2017,02/05,13.666.399.681.155.100,Cascavel,30.0,0.48,0.95,13,6
2017,03/05,1.237.538.490.495.530,Cascavel,30.0,0.48,0.95,13,6
2018,01/05,14.741.770.251.484.100,Cascavel,30.0,0.48,0.95,13,6
2018,02/05,13.446.107.735.483.900,Cascavel,30.0,0.48,0.95,13,6
2018,03/05,12.038.976.197.828.200,Cascavel,30.0,0.48,0.95,13,6
2019,01/05,1.479.099.188.041.230,Cascavel,30.0,0.48,0.95,13,6
2019,02/05,14.195.782.971.871.200,Cascavel,30.0,0.48,0.95,13,6
2019,03/05,13.351.029.029.966.200,Cascavel,30.0,0.48,0.95,13,6
2020,01/05,14.474.139.143.885.500,Cascavel,30.0,0.48,0.95,13,6
2020,02/05,1.307.876.171.974.790,Cascavel,30.0,0.48,0.95,13,6
2020,03/05,11.947.019.516.576.200,Cascavel,30.0,0.48,0.95,13,6
2021,01/05,14.783.062.712.516.600,Cascavel,30.0,0.48,0.95,13,6
2021,02/05,14.130.493.481.808.000,Cascavel,30.0,0.48,0.95,13,6
2021,03/05,12.584.880.214.776.300,Cascavel,30.0,0.48,0.95,13,6
2022,01/05,14.489.263.521.964.200,Cascavel,30.0,0.48,0.95,13,6
2022,02/05,12.589.599.292.354.200,Cascavel,30.0,0.48,0.95,13,6
2022,03/05,8.000.554.075.284.090,Cascavel,30.0,0.48,0.95,13,6
2023,01/05,14.597.309.117.915.200,Cascavel,30.0,0.48,0.95,13,6
2023,02/05,13.875.531.189.549.700,Cascavel,30.0,0.48,0.95,13,6
2023,03/05,12.529.274.078.890.500,Cascavel,30.0,0.48,0.95,13,6
2024,01/05,14.894.244.943.702.300,Cascavel,30.0,0.48,0.95,13,6
2024,02/05,1.402.250.223.475.340,Cascavel,30.0,0.48,0.95,13,6
2024,03/05,13.318.577.346.974.900,Cascavel,30.0,0.48,0.95,13,6
2015,01/05,14.620.517.270.841.800,Foz do Iguaçu,30.0,0.48,0.95,13,6
2015,02/05,14.448.828.461.367.000,Foz do Iguaçu,30.0,0.48,0.95,13,6
2015,03/05,13.623.770.445.122.600,Foz do Iguaçu,30.0,0.48,0.95,13,6
2016,01/05,14.142.608.790.588.600,Foz do Iguaçu,30.0,0.48,0.95,13,6
2016,02/05,12.874.238.513.269.500,Foz do Iguaçu,30.0,0.48,0.95,13,6
2016,03/05,11.283.048.384.527.400,Foz do Iguaçu,30.0,0.48,0.95,13,6
2017,01/05,14.553.902.263.541.200,Foz do Iguaçu,30.0,0.48,0.95,13,6
2017,02/05,14.145.102.967.458.700,Foz do Iguaçu,30.0,0.48,0.95,13,6
2017,03/05,13.324.172.440.082.000,Foz do Iguaçu,30.0,0.48,0.95,13,6
2018,01/05,1.475.423.217.752.950,Foz do Iguaçu,30.0,0.48,0.95,13,6
2018,02/05,13.939.336.531.381.800,Foz do Iguaçu,30.0,0.48,0.95,13,6
2018,03/05,12.735.087.509.555.200,Foz do Iguaçu,30.0,0.48,0.95,13,6
2019,01/05,147.498.175.544.527,Foz do Iguaçu,30.0,0.48,0.95,13,6
2019,02/05,14.518.311.539.149.600,Foz do Iguaçu,30.0,0.48,0.95,13,6
2019,03/05,13.895.457.391.238.900,Foz do Iguaçu,30.0,0.48,0.95,13,6
2020,01/05,1.475.015.224.588.500,Foz do Iguaçu,30.0,0.48,0.95,13,6
2020,02/05,13.629.774.631.973.900,Foz do Iguaçu,30.0,0.48,0.95,13,6
2020,03/05,12.596.105.754.122.300,Foz do Iguaçu,30.0,0.48,0.95,13,6
2021,01/05,13.835.082.514.345.900,Foz do Iguaçu,30.0,0.48,0.95,13,6
2021,02/05,1.455.033.500.278.900,Foz do Iguaçu,30.0,0.48,0.95,13,6
2021,03/05,13.415.898.419.714.200,Foz do Iguaçu,30.0,0.48,0.95,13,6
2022,01/05,14.650.404.832.799.800,Foz do Iguaçu,30.0,0.48,0.95,13,6
2022,02/05,13.122.076.641.885.600,Foz do Iguaçu,30.0,0.48,0.95,13,6
2022,03/05,12.085.830.835.216.700,Foz do Iguaçu,30.0,0.48,0.95,13,6
2023,01/05,14.821.876.979.485.100,Foz do Iguaçu,30.0,0.48,0.95,13,6
2023,02/05,14.604.028.934.825.900,Foz do Iguaçu,30.0,0.48,0.95,13,6
2023,03/05,13.811.191.755.571.600,Foz do Iguaçu,30.0,0.48,0.95,13,6
2024,01/05,14.889.674.132.319.000,Foz do Iguaçu,30.0,0.48,0.95,13,6
2024,02/05,14.051.607.519.901.000,Foz do Iguaçu,30.0,0.48,0.95,13,6
2024,03/05,13.196.817.074.378.500,Foz do Iguaçu,30.0,0.48,0.95,13,6
2015,01/05,14.595.508.557.412.500,Guaíra,30.0,0.48,0.95,13,6
2015,02/05,14.500.027.025.352.800,Guaíra,30.0,0.48,0.95,13,6
2015,03/05,13.907.122.145.176.100,Guaíra,30.0,0.48,0.95,13,6
2016,01/05,14.241.817.014.586.300,Guaíra,30.0,0.48,0.95,13,6
2016,02/05,13.174.575.544.159.900,Guaíra,30.0,0.48,0.95,13,6
2016,03/05,11.759.977.854.772.800,Guaíra,30.0,0.48,0.95,13,6
2017,01/05,14.542.129.578.303.200,Guaíra,30.0,0.48,0.95,13,6
2017,02/05,1.422.383.999.034.430,Guaíra,30.0,0.48,0.95,13,6
2017,03/05,1.356.099.279.097.690,Guaíra,30.0,0.48,0.95,13,6
2018,01/05,1.476.362.580.441.390,Guaíra,30.0,0.48,0.95,13,6
2018,02/05,14.214.164.206.077.600,Guaíra,30.0,0.48,0.95,13,6
2018,03/05,13.377.409.986.793.700,Guaíra,30.0,0.48,0.95,13,6
2019,01/05,14.761.815.301.439.100,Guaíra,30.0,0.48,0.95,13,6
2019,02/05,14.577.476.010.416.900,Guaíra,30.0,0.48,0.95,13,6
2019,03/05,14.152.869.857.656.300,Guaíra,30.0,0.48,0.95,13,6
2020,01/05,14.870.400.236.459.600,Guaíra,30.0,0.48,0.95,13,6
2020,02/05,1.414.910.124.569.400,Guaíra,30.0,0.48,0.95,13,6
2020,03/05,13.543.470.140.197.100,Guaíra,30.0,0.48,0.95,13,6
2021,01/05,14.843.968.871.641.900,Guaíra,30.0,0.48,0.95,13,6
2021,02/05,1.467.018.427.099.270,Guaíra,30.0,0.48,0.95,13,6
2021,03/05,13.620.671.747.875.100,Guaíra,30.0,0.48,0.95,13,6
2022,01/05,14.682.661.666.172.600,Guaíra,30.0,0.48,0.95,13,6
2022,02/05,1.344.167.976.013.600,Guaíra,30.0,0.48,0.95,13,6
2022,03/05,12.573.513.224.300.000,Guaíra,30.0,0.48,0.95,13,6
2023,01/05,14.848.940.039.503.700,Guaíra,30.0,0.48,0.95,13,6
2023,02/05,14.672.387.016.018.900,Guaíra,30.0,0.48,0.95,13,6
2023,03/05,13.806.636.504.503.300,Guaíra,30.0,0.48,0.95,13,6
2024,01/05,14.983.061.706.979.600,Guaíra,30.0,0.48,0.95,13,6
2024,02/05,14.501.916.945.729.700,Guaíra,30.0,0.48,0.95,13,6
2024,03/05,14.194.870.006.017.600,Guaíra,30.0,0.48,0.95,13,6
2015,01/05,14.575.244.364.695.500,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2015,02/05,145.186.451.498.357,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2015,03/05,13.908.939.829.886.900,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2016,01/05,14.283.868.792.083.200,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2016,02/05,13.279.281.277.927.800,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2016,03/05,11.874.869.895.121.700,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2017,01/05,14.543.980.079.855.100,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2017,02/05,14.270.655.440.381.400,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2017,03/05,13.653.497.272.028.800,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2018,01/05,14.768.951.943.729.800,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2018,02/05,14.302.096.007.076.400,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2018,03/05,1.345.888.682.469.990,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2019,01/05,14.748.961.712.961.500,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2019,02/05,14.597.468.290.559.500,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2019,03/05,14.182.076.514.817.900,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2020,01/05,13.612.940.642.996.400,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2020,02/05,14.034.590.123.914.700,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2020,03/05,13.472.086.704.483.200,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2021,01/05,1.487.851.003.205.900,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2021,02/05,14.722.100.528.069.800,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2021,03/05,13.827.297.063.591.900,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2022,01/05,1.466.112.501.691.810,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2022,02/05,13.452.245.840.581.400,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2022,03/05,1.260.667.093.109.190,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2023,01/05,14.874.313.013.445.600,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2023,02/05,14.742.635.684.368.200,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2023,03/05,13.930.198.899.515.800,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2024,01/05,1.499.977.779.255.920,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2024,02/05,14.407.401.323.775.700,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2024,03/05,14.022.740.411.874.200,Marechal Cândido Rondon,30.0,0.48,0.95,13,6
2015,01/05,14.586.901.536.588.100,Matelândia,30.0,0.48,0.95,13,6
2015,02/05,14.298.551.102.012.100,Matelândia,30.0,0.48,0.95,13,6
2015,03/05,13.271.543.948.860.700,Matelândia,30.0,0.48,0.95,13,6
2016,01/05,14.001.889.934.407.700,Matelândia,30.0,0.48,0.95,13,6
2016,02/05,12.377.613.795.538.800,Matelândia,30.0,0.48,0.95,13,6
2016,03/05,10.508.436.200.429.800,Matelândia,30.0,0.48,0.95,13,6
2017,01/05,1.444.313.392.053.630,Matelândia,30.0,0.48,0.95,13,6
2017,02/05,13.912.816.752.331.300,Matelândia,30.0,0.48,0.95,13,6
2017,03/05,1.291.129.410.889.290,Matelândia,30.0,0.48,0.95,13,6
2018,01/05,1.475.077.973.711.610,Matelândia,30.0,0.48,0.95,13,6
2018,02/05,13.643.445.758.276.900,Matelândia,30.0,0.48,0.95,13,6
2018,03/05,12.277.793.878.710.100,Matelândia,30.0,0.48,0.95,13,6
2019,01/05,14.761.159.960.778.700,Matelândia,30.0,0.48,0.95,13,6
2019,02/05,14.357.866.126.157.800,Matelândia,30.0,0.48,0.95,13,6
2019,03/05,13.621.294.041.579.600,Matelândia,30.0,0.48,0.95,13,6
2020,01/05,14.611.343.803.365.000,Matelândia,30.0,0.48,0.95,13,6
2020,02/05,13.263.058.449.230.500,Matelândia,30.0,0.48,0.95,13,6
2020,03/05,12.186.356.960.688.300,Matelândia,30.0,0.48,0.95,13,6
2021,01/05,14.864.361.725.433.800,Matelândia,30.0,0.48,0.95,13,6
2021,02/05,14.380.386.510.674.400,Matelândia,30.0,0.48,0.95,13,6
2021,03/05,13.119.633.951.280.800,Matelândia,30.0,0.48,0.95,13,6
2022,01/05,14.540.822.774.914.500,Matelândia,30.0,0.48,0.95,13,6
2022,02/05,12.801.057.998.440.000,Matelândia,30.0,0.48,0.95,13,6
2022,03/05,9.731.950.770.877.030,Matelândia,30.0,0.48,0.95,13,6
2023,01/05,14.745.347.373.268.900,Matelândia,30.0,0.48,0.95,13,6
2023,02/05,14.334.006.655.700.300,Matelândia,30.0,0.48,0.95,13,6
2023,03/05,13.322.044.359.021.300,Matelândia,30.0,0.48,0.95,13,6
2024,01/05,14.890.385.027.756.000,Matelândia,30.0,0.48,0.95,13,6
2024,02/05,13.983.570.769.716.200,Matelândia,30.0,0.48,0.95,13,6
2024,03/05,13.161.978.121.784.100,Matelândia,30.0,0.48,0.95,13,6
2015,01/05,14.620.182.943.421.400,Medianeira,30.0,0.48,0.95,13,6
2015,02/05,14.448.743.529.970.300,Medianeira,30.0,0.48,0.95,13,6
2015,03/05,13.623.067.065.002.300,Medianeira,30.0,0.48,0.95,13,6
2016,01/05,14.141.657.133.599.200,Medianeira,30.0,0.48,0.95,13,6
2016,02/05,12.873.899.868.924.600,Medianeira,30.0,0.48,0.95,13,6
2016,03/05,11.282.592.415.968.200,Medianeira,30.0,0.48,0.95,13,6
2017,01/05,14.552.694.505.609.400,Medianeira,30.0,0.48,0.95,13,6
2017,02/05,1.414.486.267.004.160,Medianeira,30.0,0.48,0.95,13,6
2017,03/05,13.324.117.313.420.500,Medianeira,30.0,0.48,0.95,13,6
2018,01/05,14.753.871.207.555.700,Medianeira,30.0,0.48,0.95,13,6
2018,02/05,1.393.937.157.664.880,Medianeira,30.0,0.48,0.95,13,6
2018,03/05,12.735.262.170.414.400,Medianeira,30.0,0.48,0.95,13,6
2019,01/05,14.749.192.385.187.000,Medianeira,30.0,0.48,0.95,13,6
2019,02/05,14.518.360.733.262.600,Medianeira,30.0,0.48,0.95,13,6
2019,03/05,13.895.353.243.953.900,Medianeira,30.0,0.48,0.95,13,6
2020,01/05,14.751.013.143.769.000,Medianeira,30.0,0.48,0.95,13,6
2020,02/05,13.629.211.588.230.000,Medianeira,30.0,0.48,0.95,13,6
2020,03/05,12.595.664.996.330.800,Medianeira,30.0,0.48,0.95,13,6
2021,01/05,13.772.184.791.627.100,Medianeira,30.0,0.48,0.95,13,6
2021,02/05,1.454.986.054.250.360,Medianeira,30.0,0.48,0.95,13,6
2021,03/05,1.341.567.343.684.500,Medianeira,30.0,0.48,0.95,13,6
2022,01/05,14.649.610.578.793.700,Medianeira,30.0,0.48,0.95,13,6
2022,02/05,13.121.294.647.842.000,Medianeira,30.0,0.48,0.95,13,6
2022,03/05,12.085.830.835.216.700,Medianeira,30.0,0.48,0.95,13,6
2023,01/05,1.482.143.340.332.860,Medianeira,30.0,0.48,0.95,13,6
2023,02/05,14.604.097.766.801.100,Medianeira,30.0,0.48,0.95,13,6
2023,03/05,13.810.531.770.483.400,Medianeira,30.0,0.48,0.95,13,6
2024,01/05,14.888.599.162.311.100,Medianeira,30.0,0.48,0.95,13,6
2024,02/05,14.051.580.828.298.300,Medianeira,30.0,0.48,0.95,13,6
2024,03/05,13.196.603.866.620.500,Medianeira,30.0,0.48,0.95,13,6
2015,01/05,14.597.469.138.293.100,Santa Helena,30.0,0.48,0.95,13,6
2015,02/05,14.525.650.208.102.700,Santa Helena,30.0,0.48,0.95,13,6
2015,03/05,13.851.025.282.423.600,Santa Helena,30.0,0.48,0.95,13,6
2016,01/05,14.257.603.621.601.800,Santa Helena,30.0,0.48,0.95,13,6
2016,02/05,13.275.974.268.710.200,Santa Helena,30.0,0.48,0.95,13,6
2016,03/05,11.881.776.599.803.500,Santa Helena,30.0,0.48,0.95,13,6
2017,01/05,14.573.429.798.211.600,Santa Helena,30.0,0.48,0.95,13,6
2017,02/05,14.307.888.659.270.200,Santa Helena,30.0,0.48,0.95,13,6
2017,03/05,13.659.791.896.198.400,Santa Helena,30.0,0.48,0.95,13,6
2018,01/05,14.754.771.604.277.000,Santa Helena,30.0,0.48,0.95,13,6
2018,02/05,14.253.160.364.183.500,Santa Helena,30.0,0.48,0.95,13,6
2018,03/05,1.328.969.067.677.230,Santa Helena,30.0,0.48,0.95,13,6
2019,01/05,14.733.502.949.825.700,Santa Helena,30.0,0.48,0.95,13,6
2019,02/05,14.597.215.641.556.900,Santa Helena,30.0,0.48,0.95,13,6
2019,03/05,1.411.709.494.261.820,Santa Helena,30.0,0.48,0.95,13,6
2020,01/05,13.929.341.790.819.400,Santa Helena,30.0,0.48,0.95,13,6
2020,02/05,1.381.762.465.723.340,Santa Helena,30.0,0.48,0.95,13,6
2020,03/05,13.238.329.577.514.600,Santa Helena,30.0,0.48,0.95,13,6
2021,01/05,13.540.609.619.443.100,Santa Helena,30.0,0.48,0.95,13,6
2021,02/05,13.785.829.274.417.000,Santa Helena,30.0,0.48,0.95,13,6
2021,03/05,13.721.074.448.578.300,Santa Helena,30.0,0.48,0.95,13,6
2022,01/05,14.636.628.136.325.800,Santa Helena,30.0,0.48,0.95,13,6
2022,02/05,13.438.850.442.883.000,Santa Helena,30.0,0.48,0.95,13,6
2022,03/05,12.625.243.235.298.400,Santa Helena,30.0,0.48,0.95,13,6
2023,01/05,1.487.367.267.942.460,Santa Helena,30.0,0.48,0.95,13,6
2023,02/05,1.477.771.184.371.540,Santa Helena,30.0,0.48,0.95,13,6
2023,03/05,13.992.144.202.973.600,Santa Helena,30.0,0.48,0.95,13,6
2024,01/05,14.273.913.949.479.000,Santa Helena,30.0,0.48,0.95,13,6
2024,02/05,14.217.675.732.935.200,Santa Helena,30.0,0.48,0.95,13,6
2024,03/05,1.366.893.278.197.680,Santa Helena,30.0,0.48,0.95,13,6
2015,01/05,14.620.463.215.200.500,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2015,02/05,14.448.818.278.701.400,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2015,03/05,13.623.646.535.902.900,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2016,01/05,14.142.448.456.124.400,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2016,02/05,12.874.169.265.439.300,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2016,03/05,11.282.992.913.841.400,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2017,01/05,14.553.808.265.492.100,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2017,02/05,14.145.059.151.604.800,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2017,03/05,13.324.165.989.019.100,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2018,01/05,14.754.165.638.681.100,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2018,02/05,13.939.346.410.693.400,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2018,03/05,12.735.119.584.310.400,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2019,01/05,14.749.723.417.505.400,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2019,02/05,14.518.314.831.757.000,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2019,03/05,13.895.446.155.006.000,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2020,01/05,14.750.327.744.300.400,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2020,02/05,13.629.641.827.207.300,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2020,03/05,12.595.998.604.187.100,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2021,01/05,13.826.569.042.118.300,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2021,02/05,14.550.207.822.155.400,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2021,03/05,13.415.862.794.045.900,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2022,01/05,1.465.021.831.585.720,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2022,02/05,13.121.941.819.793.200,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2022,03/05,12.085.830.835.216.700,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2023,01/05,14.821.797.547.365.800,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2023,02/05,14.604.038.636.874.800,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2023,03/05,13.811.071.248.612.000,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2024,01/05,14.889.521.879.177.900,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2024,02/05,1.405.160.123.573.600,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2024,03/05,13.196.769.426.832.000,São Miguel do Iguaçu,30.0,0.48,0.95,13,6
2015,01/05,14.532.614.763.008.700,São Pedro do Iguaçu,30.0,0.48,0.95,13,6
2015,02/05,14.186.246.204.815.400,São Pedro do Iguaçu,30.0,0.48,0.95,13,6
2015,03/05,13.022.294.064.699.500,São Pedro do Iguaçu,30.0,0.48,0.95,13,6
2016,01/05,1.396.528.493.947.890,São Pedro do Iguaçu,30.0,0.48,0.95,13,6
